id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
152,1692,0.9,176,975,1996,1354,16,7,19,Yes,4,hexa,medium,Single,3.0,12.0,59.826171875,LCD,none,1148.49,1946100,724.3,89.05263157894737,6,2,-1,1,1,0,1
153,1485,0.7,84,510,1013,2147,19,1,11,No,4,dual,medium,Single,2.0,9.0,31.7373046875,Touch,none,1161.59,516630,2573.0,135.0,2,2,-1,1,0,1,0
154,1547,0.7,166,583,590,505,12,2,3,No,2,dual,high,Dual,6.0,8.0,44.34765625,Touch,a,442.37,343970,749.3,515.6666666666666,2,3,2,2,0,1,0
155,1692,0.9,139,674,1925,1394,16,10,6,No,4,single,high,Dual,4.0,6.0,45.7900390625,Touch,none,1186.81,1297450,489.0,282.0,1,3,-1,2,0,1,0
156,637,0.8,97,1125,1989,374,18,4,8,No,4,quad,high,Single,3.0,4.0,58.791015625,LCD,g,721.1,2237625,1263.0,79.625,4,3,3,1,1,0,0
157,1224,0.4,109,747,826,506,10,0,11,No,4,hexa,low,Single,16.0,18.0,6.3154296875,Touch,n,709.36,617022,inf,111.27272727272727,6,1,4,1,0,1,0
158,1356,0.5,198,1612,1983,3702,17,0,19,No,2,hexa,high,Single,,,28.947265625,LCD,none,1084.37,3196596,inf,71.36842105263158,6,3,-1,1,1,0,0
159,1840,0.7,142,311,1545,1078,8,0,10,No,2,single,low,Dual,12.0,16.0,33.7265625,LCD,none,846.37,480495,inf,184.0,1,1,-1,2,1,0,0
160,1481,0.6,96,116,1533,2945,10,5,16,Yes,4,penta,low,Dual,4.0,13.0,36.5419921875,Touch,b,948.21,177828,778.8,92.5625,5,1,1,2,0,1,1
161,961,0.3,152,554,621,2981,15,6,7,Yes,3,hexa,medium,Dual,10.0,16.0,50.287109375,Touch,b,639.09,344034,262.9,137.28571428571428,6,2,1,2,0,1,1
162,1296,0.5,124,811,1272,490,7,1,4,No,4,penta,low,Dual,,3.0,14.1044921875,Touch,g,782.39,1031592,3230.9,324.0,5,1,3,2,0,1,0
163,1193,0.5,166,730,1729,536,17,14,4,No,3,single,low,Single,11.0,20.0,25.92578125,LCD,b,613.58,1262170,313.7,298.25,1,1,1,1,1,0,0
164,1441,0.1,118,577,1071,2317,16,4,7,No,4,octa,medium,Dual,11.0,17.0,3.2333984375,LCD,g,843.97,617967,680.1,205.85714285714286,8,2,3,2,1,0,0
165,517,0.8,183,660,974,3704,17,16,11,No,4,quad,medium,Dual,3.0,8.0,32.55078125,LCD,n,870.93,642840,154.6,47.0,4,2,4,2,1,0,0
166,748,0.9,150,450,1554,2126,18,9,7,Yes,4,octa,medium,Single,,4.0,26.7607421875,LCD,none,888.93,699300,438.6,106.85714285714286,8,2,-1,1,1,0,1
167,1126,0.4,160,1223,1611,2050,7,6,12,Yes,4,hexa,high,Single,2.0,3.0,10.212890625,Touch,g,1054.12,1970253,682.0,93.83333333333333,6,3,3,1,0,1,1
168,1572,0.2,157,1109,1937,2462,12,8,10,No,4,hepta,low,Single,,8.0,57.4892578125,LCD,none,956.21,2148133,615.0,157.2,7,1,-1,1,1,0,0
169,1569,0.3,110,45,1942,1260,9,2,17,No,3,quad,high,Dual,17.0,20.0,43.509765625,LCD,none,736.97,87390,2466.3,92.29411764705883,4,3,-1,2,1,0,0
170,1270,0.5,101,299,845,3770,5,3,13,Yes,4,hepta,low,Dual,2.0,6.0,31.7177734375,Touch,none,1315.62,252655,715.4,97.6923076923077,7,1,-1,2,0,1,1
171,1854,0.1,101,506,627,1886,17,4,20,No,4,penta,high,Single,2.0,5.0,8.7275390625,Touch,none,1100.11,317262,398.1,92.7,5,3,-1,1,0,1,0
172,625,0.2,183,635,842,3323,9,1,7,Yes,4,quad,medium,Dual,5.0,8.0,10.12890625,Touch,n,894.4,534670,2138.7,89.28571428571429,4,2,4,2,0,1,1
173,1577,0.3,197,1045,1737,2060,19,6,12,No,4,penta,low,Dual,,4.0,41.5224609375,LCD,none,904.76,1815165,735.3,131.41666666666666,5,1,-1,2,1,0,0
174,534,1.0,189,393,1199,3926,16,12,20,No,4,penta,low,Dual,,1.0,16.27734375,LCD,none,1167.1,471207,253.8,26.7,5,1,-1,2,1,0,0
175,946,0.8,143,650,1740,2177,7,5,13,No,4,hexa,medium,Dual,8.0,15.0,24.8642578125,Touch,b,817.24,1131000,883.9,72.76923076923077,6,2,1,2,0,1,0
176,685,0.8,93,433,648,728,14,8,4,No,2,hepta,low,Single,2.0,10.0,28.666015625,LCD,b,450.72,280584,205.7,171.25,7,1,1,1,1,0,0
177,1949,0.1,101,839,1136,2478,14,8,20,No,3,penta,medium,Dual,,1.0,23.2548828125,LCD,none,922.71,953104,360.7,97.45,5,2,-1,2,1,0,0
178,947,0.1,197,1176,1220,2842,16,12,2,No,4,dual,low,Dual,,13.0,22.4697265625,LCD,none,753.34,1434720,258.2,473.5,2,1,-1,2,1,0,0
179,801,0.4,165,650,879,1617,17,4,19,Yes,2,hepta,medium,Dual,2.0,4.0,61.96484375,LCD,a,600.35,571350,558.2,42.1578947368421,7,2,2,2,1,0,1
180,703,0.3,113,218,1065,1472,14,7,7,Yes,4,single,high,Single,12.0,20.0,29.8642578125,LCD,none,590.45,232170,386.4,100.42857142857143,1,3,-1,1,1,0,1
181,1165,0.2,178,564,831,764,19,12,15,Yes,3,hexa,high,Single,11.0,12.0,40.5751953125,LCD,none,548.61,468684,175.9,77.66666666666667,6,3,-1,1,1,0,1
182,1082,0.1,198,986,1191,2337,6,1,17,No,2,octa,low,Single,,5.0,37.7568359375,Touch,b,632.06,1174326,3025.1,63.64705882352941,8,1,1,1,0,1,0
183,959,1.0,84,561,1631,3965,16,1,6,Yes,3,quad,high,Dual,15.0,19.0,20.0263671875,LCD,none,1044.24,914991,4142.7,159.83333333333334,4,3,-1,2,1,0,1
184,1502,0.2,138,65,588,3693,17,14,16,Yes,3,penta,medium,Single,,12.0,53.2685546875,Touch,none,1014.68,38220,106.7,93.875,5,2,-1,1,0,1,1
185,1380,0.8,92,420,500,797,13,2,15,Yes,4,triple,medium,Dual,1.0,13.0,4.173828125,Touch,none,817.57,210000,635.0,92.0,3,2,-1,2,0,1,1
186,1266,0.1,95,1365,1698,1687,11,0,18,No,4,hexa,low,Single,,9.0,5.1865234375,LCD,none,968.23,2317770,inf,70.33333333333333,6,1,-1,1,1,0,0
187,1934,0.1,103,619,1299,2940,13,9,2,Yes,4,single,high,Dual,,17.0,45.4365234375,Touch,a,1234.38,804081,366.6,967.0,1,3,2,2,0,1,1
188,1905,0.5,151,849,898,1545,9,5,10,Yes,4,single,low,Single,3.0,5.0,6.3037109375,Touch,none,932.66,762402,456.2,190.5,1,1,-1,1,0,1,1
189,1831,0.9,150,611,1381,3834,17,7,13,No,3,penta,medium,Dual,2.0,5.0,42.5673828125,Touch,g,1363.66,843791,501.1,140.84615384615384,5,2,3,2,0,1,0
190,596,0.6,165,953,984,2505,15,4,15,No,3,single,medium,Single,8.0,18.0,45.27734375,Touch,none,877.36,937752,624.8,39.733333333333334,1,2,-1,1,0,1,0
191,1562,0.2,190,642,1533,2243,12,10,6,Yes,4,penta,medium,Dual,1.0,15.0,7.5947265625,LCD,none,788.25,984186,389.4,260.3333333333333,5,2,-1,2,1,0,1
192,1490,0.3,150,1417,1464,3600,17,9,7,Yes,4,octa,low,Dual,4.0,8.0,63.1767578125,Touch,a,1452.75,2074488,413.2,212.85714285714286,8,1,2,2,0,1,1
193,1523,0.2,117,247,539,3971,18,12,10,Yes,4,dual,high,Single,5.0,6.0,55.9072265625,Touch,g,1153.33,133133,114.1,152.3,2,3,3,1,0,1,1
194,640,0.1,163,710,1179,2844,7,5,18,No,3,quad,low,Single,,15.0,19.9833984375,Touch,none,848.17,837090,598.9,35.55555555555556,4,1,-1,1,0,1,0
195,1526,0.2,117,718,751,2227,18,10,3,No,4,hepta,medium,Single,1.0,8.0,23.1103515625,Touch,none,1168.7,539218,190.8,508.6666666666667,7,2,-1,1,0,1,0
196,1989,0.8,94,1100,1497,1665,17,9,12,No,4,triple,high,Dual,,13.0,40.494140625,Touch,n,990.87,1646700,422.5,165.75,3,3,4,2,0,1,0
197,1308,0.7,106,59,1215,3355,15,2,4,No,4,triple,medium,Single,,7.0,59.8818359375,LCD,n,789.23,71685,1543.0,327.0,3,2,4,1,1,0,0
198,609,0.3,93,938,1948,1866,11,10,14,No,3,quad,low,Single,3.0,4.0,25.5400390625,Touch,a,665.39,1827224,494.8,43.5,4,1,2,1,0,1,0
199,1905,0.4,119,825,1542,1287,13,4,16,No,4,triple,low,Dual,9.0,20.0,35.689453125,LCD,none,952.12,1272150,979.2,119.0625,3,1,-1,2,1,0,0
200,1703,0.6,192,286,1235,1046,5,4,13,Yes,4,single,low,Single,,,21.9560546875,LCD,g,883.01,353210,784.2,131.0,1,1,3,1,1,0,1
201,1445,0.4,173,1273,1345,1441,7,4,13,Yes,4,hepta,high,Dual,7.0,15.0,19.4560546875,Touch,b,1023.47,1712185,854.1,111.15384615384616,7,3,1,2,0,1,1
202,1087,0.3,166,295,589,690,14,6,6,No,4,triple,medium,Single,,9.0,16.267578125,LCD,g,736.9,173755,249.3,181.16666666666666,3,2,3,1,1,0,0
203,671,0.7,105,852,1182,2504,6,4,15,No,3,hepta,low,Dual,10.0,17.0,30.091796875,LCD,none,867.74,1007064,750.6,44.733333333333334,7,1,-1,2,1,0,0
204,1472,0.1,168,710,1052,2677,19,15,8,Yes,3,hexa,high,Single,6.0,19.0,59.763671875,LCD,none,1008.63,746920,178.1,184.0,6,3,-1,1,1,0,1
205,765,0.3,115,1277,1429,2243,11,7,4,No,4,octa,low,Dual,,1.0,46.3720703125,LCD,g,729.56,1824833,518.5,191.25,8,1,3,2,1,0,0
206,1642,0.3,171,129,873,2984,13,4,17,No,4,hexa,low,Dual,16.0,17.0,8.43359375,LCD,g,942.77,112617,554.4,96.58823529411765,6,1,3,2,1,0,0
207,1265,0.7,182,690,836,1362,5,0,12,No,2,penta,medium,Single,7.0,16.0,48.3076171875,LCD,b,431.8,576840,inf,105.41666666666667,5,2,1,1,1,0,0
208,664,0.1,110,701,1478,3629,19,15,6,Yes,4,hepta,medium,Dual,1.0,4.0,50.529296875,Touch,a,1163.48,1036078,250.3,110.66666666666667,7,2,2,2,0,1,1
209,1277,0.4,142,309,1460,3559,18,17,6,Yes,4,hexa,low,Dual,,6.0,34.4384765625,Touch,none,1112.27,451140,218.1,212.83333333333334,6,1,-1,2,0,1,1
210,1395,0.1,111,213,705,2571,11,0,13,No,3,triple,medium,Dual,,1.0,22.814453125,LCD,b,1045.32,150165,inf,107.3076923076923,3,2,1,2,1,0,0
211,1539,0.1,159,1112,1666,2107,15,9,10,Yes,3,octa,high,Single,,,40.3505859375,LCD,n,734.57,1852592,470.2,153.9,8,3,4,1,1,0,1
212,1049,0.5,135,199,1077,1022,11,3,13,Yes,2,penta,medium,Single,9.0,17.0,62.53125,LCD,none,558.07,214323,911.9,80.6923076923077,5,2,-1,1,1,0,1
213,1827,0.5,128,55,1020,2844,14,9,10,No,4,penta,medium,Single,4.0,16.0,39.0791015625,Touch,none,893.97,56100,287.9,182.7,5,2,-1,1,0,1,0
214,903,0.4,91,1230,1235,711,9,5,10,No,4,single,medium,Dual,,,49.3466796875,Touch,none,802.07,1519050,627.4,90.3,1,2,-1,2,0,1,0
215,1987,1.0,181,1052,1516,3117,18,5,8,Yes,4,triple,low,Single,3.0,7.0,51.9638671875,Touch,g,1224.25,1594832,770.1,248.375,3,1,3,1,0,1,1
216,1154,0.2,181,541,1499,978,5,3,7,No,4,octa,medium,Dual,,2.0,48.376953125,LCD,b,848.49,810959,1269.2,164.85714285714286,8,2,1,2,1,0,0
217,1336,0.2,194,55,583,1869,13,1,16,No,4,penta,low,Single,5.0,9.0,17.29296875,Touch,a,877.52,32065,1480.8,83.5,5,1,2,1,0,1,0
218,1886,0.4,112,809,1958,1179,16,7,20,No,4,triple,low,Single,,1.0,24.12890625,LCD,a,727.25,1584022,710.5,94.3,3,1,2,1,1,0,0
219,1551,0.1,88,1738,1995,3844,11,8,4,No,2,penta,medium,Single,4.0,6.0,50.2802734375,Touch,none,1392.7,3467310,633.4,387.75,5,2,-1,1,0,1,0
220,850,0.5,133,404,642,593,19,17,10,Yes,4,penta,medium,Dual,6.0,19.0,28.9560546875,LCD,a,572.82,259368,95.9,85.0,5,2,2,2,1,0,1
221,660,0.5,111,262,1178,588,6,5,18,No,4,dual,low,Single,5.0,10.0,39.5517578125,Touch,b,793.31,308636,598.4,36.666666666666664,2,1,1,1,0,1,0
222,1225,0.5,116,759,1404,3836,12,11,11,Yes,2,quad,medium,Dual,8.0,12.0,12.9365234375,LCD,none,779.12,1065636,324.2,111.36363636363636,4,2,-1,2,1,0,1
223,1452,0.9,123,42,1040,2669,12,10,13,Yes,4,hexa,low,Dual,1.0,11.0,25.203125,LCD,none,880.85,43680,264.2,111.6923076923077,6,1,-1,2,1,0,1
224,1686,0.1,166,397,1453,2958,14,11,2,Yes,2,quad,high,Dual,3.0,4.0,37.5224609375,LCD,none,721.95,576841,335.5,843.0,4,3,-1,2,1,0,1
225,1634,0.2,200,964,1677,3031,11,6,6,Yes,4,dual,medium,Single,1.0,5.0,17.5791015625,Touch,a,1027.44,1616628,709.9,272.3333333333333,2,2,2,1,0,1,1
226,1708,0.1,109,233,517,3388,6,4,16,Yes,4,single,high,Dual,18.0,19.0,47.802734375,Touch,g,1130.99,120461,328.3,106.75,1,3,3,2,0,1,1
227,1151,0.6,128,1022,1560,2377,18,8,13,Yes,2,octa,high,Dual,,1.0,30.34375,Touch,none,672.13,1594320,495.3,88.53846153846153,8,3,-1,2,0,1,1
228,1578,0.1,138,411,1226,2458,19,16,3,No,4,quad,medium,Dual,2.0,19.0,36.658203125,LCD,a,932.55,503886,194.6,526.0,4,2,2,2,1,0,0
229,1689,0.3,127,954,1200,2766,7,2,7,No,2,triple,medium,Single,17.0,18.0,23.7490234375,Touch,b,690.48,1144800,1524.0,241.28571428571428,3,2,1,1,0,1,0
230,1488,0.8,112,1528,1647,3054,14,10,19,No,2,penta,low,Single,1.0,6.0,38.5244140625,LCD,none,920.11,2516616,418.3,78.3157894736842,5,1,-1,1,1,0,0
231,1313,0.4,105,416,1308,3791,11,10,6,Yes,2,single,medium,Dual,4.0,6.0,9.408203125,Touch,g,1005.99,544128,332.2,218.83333333333334,1,2,3,2,0,1,1
232,1715,0.5,83,638,1615,625,17,6,13,No,4,octa,medium,Dual,4.0,17.0,30.314453125,LCD,none,909.68,1030370,683.7,131.92307692307693,8,2,-1,2,1,0,0
233,1442,0.1,192,231,687,2227,6,5,20,No,3,triple,medium,Dual,,19.0,26.2490234375,Touch,none,849.08,158697,349.0,72.1,3,2,-1,2,0,1,0
234,528,0.8,142,574,637,3256,9,8,6,No,4,dual,medium,Single,12.0,15.0,6.3505859375,Touch,none,1047.64,365638,202.2,88.0,2,2,-1,1,0,1,0
235,1523,0.1,129,148,1606,707,19,8,19,Yes,4,single,medium,Single,6.0,8.0,11.0634765625,Touch,none,762.66,237688,509.9,80.15789473684211,1,2,-1,1,0,1,1
236,1133,0.1,199,730,1543,1457,18,12,20,No,3,penta,medium,Single,3.0,12.0,41.2373046875,LCD,b,702.26,1126390,326.6,56.65,5,2,1,1,1,0,0
237,1718,0.1,183,564,980,3755,7,1,8,Yes,4,penta,high,Dual,14.0,16.0,6.05078125,Touch,g,1400.92,552720,2489.2,214.75,5,3,3,2,0,1,1
238,1330,1.0,183,1290,1441,1733,9,0,11,No,3,hepta,low,Single,,1.0,37.1787109375,LCD,b,695.46,1858890,inf,120.9090909090909,7,1,1,1,1,0,0
239,1799,0.4,107,632,1383,720,12,2,11,Yes,3,quad,low,Single,,2.0,47.8251953125,Touch,g,768.5,874056,1756.4,163.54545454545453,4,1,3,1,0,1,1
240,633,0.1,139,529,1009,3560,11,1,16,Yes,4,octa,medium,Single,,1.0,48.1103515625,Touch,n,1128.87,533761,2562.9,39.5625,8,2,4,1,0,1,1
241,724,0.5,187,1273,1754,2311,7,6,7,No,3,hepta,high,Dual,,,43.3115234375,LCD,none,731.6,2232842,742.5,103.42857142857143,7,3,-1,2,1,0,0
242,822,0.3,157,667,860,3846,10,1,3,Yes,4,hexa,low,Single,,20.0,50.2197265625,LCD,none,995.33,573620,2184.4,274.0,6,1,-1,1,1,0,1
243,1918,0.6,110,1170,1543,1717,7,1,16,No,3,penta,medium,Single,2.0,10.0,10.171875,Touch,b,736.85,1805310,3919.2,119.875,5,2,1,1,0,1,0
244,1891,0.4,129,169,1108,3704,8,6,11,No,4,hepta,high,Single,7.0,14.0,36.6494140625,LCD,none,1265.47,187252,469.1,171.9090909090909,7,3,-1,1,1,0,0
245,1373,0.2,127,105,673,3800,8,3,14,Yes,3,hepta,medium,Dual,2.0,12.0,49.087890625,LCD,none,724.21,70665,569.8,98.07142857142857,7,2,-1,2,1,0,1
246,862,0.4,165,793,1758,278,16,3,11,Yes,2,dual,low,Dual,3.0,15.0,22.8603515625,LCD,b,434.73,1394094,1488.4,78.36363636363636,2,1,1,2,1,0,1
247,1273,0.4,99,490,886,1767,18,15,11,No,4,quad,medium,Single,3.0,15.0,47.5205078125,Touch,none,1055.64,434140,150.0,115.72727272727273,4,2,-1,1,0,1,0
248,957,0.8,107,1201,1485,1846,12,5,7,Yes,3,penta,high,Single,4.0,10.0,7.8037109375,LCD,a,826.14,1783485,754.4,136.71428571428572,5,3,2,1,1,0,1
249,1617,0.7,105,246,1038,829,9,0,10,Yes,4,dual,medium,Dual,3.0,4.0,29.552734375,LCD,none,598.77,255348,inf,161.7,2,2,-1,2,1,0,1
250,893,0.6,183,417,946,2986,7,1,6,No,2,dual,high,Dual,,1.0,54.10546875,Touch,b,632.04,394482,2402.8,148.83333333333334,2,3,1,2,0,1,0
251,1210,0.1,93,1177,1462,2394,17,9,7,No,2,penta,low,Single,,,61.8037109375,LCD,none,795.92,1720774,412.6,172.85714285714286,5,1,-1,1,1,0,0
252,708,1.0,195,78,654,2169,6,5,7,Yes,4,octa,high,Dual,,7.0,61.8017578125,Touch,g,806.53,51012,332.2,101.14285714285714,8,3,3,2,0,1,1
253,835,0.2,101,323,1604,1181,13,5,15,No,3,quad,medium,Dual,2.0,7.0,7.0869140625,Touch,a,681.67,518092,814.8,55.666666666666664,4,2,2,2,0,1,0
254,1450,0.6,131,707,1882,575,15,9,12,Yes,2,single,high,Dual,9.0,17.0,18.859375,LCD,none,538.1,1330574,531.1,120.83333333333333,1,3,-1,2,1,0,1
255,973,0.2,190,457,1816,2977,6,4,2,Yes,4,hepta,medium,Single,5.0,16.0,56.0205078125,LCD,none,955.01,829912,1153.2,486.5,7,2,-1,1,1,0,1
256,601,0.1,154,356,765,532,12,8,10,Yes,4,quad,medium,Single,4.0,13.0,4.220703125,Touch,b,639.38,272340,242.9,60.1,4,2,1,1,0,1,1
257,507,0.5,141,936,1398,1702,17,0,5,Yes,3,hepta,low,Dual,1.0,11.0,31.8876953125,Touch,g,742.67,1308528,inf,101.4,7,1,3,2,0,1,1
258,564,0.5,168,912,1980,1074,14,8,15,No,4,triple,medium,Dual,,1.0,50.814453125,Touch,none,838.39,1805760,628.6,37.6,3,2,-1,2,0,1,0
259,1559,0.5,162,179,1559,3352,9,1,3,Yes,4,hexa,medium,Dual,6.0,17.0,6.1796875,Touch,b,1211.02,279061,3959.9,519.6666666666666,6,2,1,2,0,1,1
260,754,0.7,178,1914,1928,1027,6,3,5,No,4,hepta,low,Dual,7.0,10.0,58.134765625,LCD,none,859.19,3690192,1632.4,150.8,7,1,-1,2,1,0,0
261,728,0.2,88,526,1529,2039,5,1,12,No,3,quad,high,Dual,,1.0,25.1259765625,Touch,b,672.71,804254,3883.7,60.666666666666664,4,3,1,2,0,1,0
262,1431,0.6,191,156,952,461,7,3,8,Yes,4,single,low,Single,,1.0,55.6171875,LCD,none,727.84,148512,806.0,178.875,1,1,-1,1,1,0,1
263,767,0.7,175,344,1517,527,10,0,15,No,2,quad,medium,Single,4.0,10.0,27.6689453125,Touch,none,455.41,521848,inf,51.13333333333333,4,2,-1,1,0,1,0
264,1722,0.8,177,865,1741,3271,14,0,15,No,3,dual,high,Single,8.0,16.0,18.287109375,LCD,n,903.04,1505965,inf,114.8,2,3,4,1,1,0,0
265,1992,1.0,100,1552,1596,606,9,3,4,Yes,4,dual,medium,Single,5.0,15.0,55.802734375,Touch,a,806.91,2476992,1351.3,498.0,2,2,2,1,0,1,1
266,1876,0.3,86,546,1564,2513,10,8,16,No,4,hexa,low,Single,10.0,14.0,39.6015625,Touch,none,1132.49,853944,496.6,117.25,6,1,-1,1,0,1,0
267,1054,0.4,136,1097,1222,1675,18,4,14,No,4,hexa,medium,Dual,10.0,12.0,37.775390625,Touch,g,922.89,1340534,776.0,75.28571428571429,6,2,3,2,0,1,0
268,1283,0.9,93,372,692,2698,9,6,17,Yes,3,penta,medium,Dual,4.0,5.0,46.3017578125,Touch,none,654.23,257424,292.9,75.47058823529412,5,2,-1,2,0,1,1
269,1281,0.3,148,1285,1617,1129,12,1,6,Yes,2,single,high,Dual,,6.0,27.595703125,Touch,none,609.84,2077845,4107.2,213.5,1,3,-1,2,0,1,1
270,1066,0.9,114,1242,1571,468,19,13,6,No,4,hepta,low,Single,2.0,18.0,7.5751953125,Touch,none,784.94,1951182,306.9,177.66666666666666,7,1,-1,1,0,1,0
271,730,0.1,89,302,1247,1210,19,15,4,No,4,octa,medium,Dual,,2.0,4.4267578125,Touch,n,767.03,376594,211.2,182.5,8,2,4,2,0,1,0
272,1053,0.3,103,594,1767,3086,17,6,5,Yes,4,single,low,Dual,7.0,12.0,44.30859375,Touch,b,831.0,1049598,748.0,210.6,1,1,1,2,0,1,1
273,1611,0.6,98,303,714,1595,8,4,9,Yes,3,triple,low,Dual,11.0,14.0,3.0751953125,LCD,n,767.24,216342,453.4,179.0,3,1,4,2,1,0,1
274,793,0.9,133,1858,1935,2332,17,13,14,No,4,dual,medium,Dual,5.0,15.0,29.595703125,Touch,n,721.77,3595230,378.1,56.642857142857146,2,2,4,2,0,1,0
275,1220,0.5,125,403,1933,2589,19,11,15,No,3,quad,high,Single,3.0,8.0,60.978515625,Touch,a,907.12,778999,446.3,81.33333333333333,4,3,2,1,0,1,0
276,1662,0.8,126,32,1509,3760,9,5,13,No,4,quad,low,Single,,13.0,60.26171875,Touch,n,741.84,48288,766.6,127.84615384615384,4,1,4,1,0,1,0
277,1281,0.3,144,590,954,1851,8,2,9,Yes,4,quad,high,Dual,3.0,19.0,8.439453125,Touch,none,979.52,562860,1211.6,142.33333333333334,4,3,-1,2,0,1,1
278,538,0.8,177,235,662,417,8,4,9,No,4,hepta,low,Single,12.0,13.0,2.4267578125,LCD,b,532.41,155570,420.4,59.77777777777778,7,1,1,1,1,0,0
279,823,0.4,187,630,888,294,13,9,11,Yes,2,octa,low,Single,,4.0,38.4736328125,LCD,b,400.86,559440,250.6,74.81818181818181,8,1,1,1,1,0,1
280,1733,1.0,119,357,527,3576,17,16,9,Yes,4,hexa,high,Single,3.0,20.0,35.4404296875,LCD,none,1019.05,188139,83.7,192.55555555555554,6,3,-1,1,1,0,1
281,1429,0.9,100,246,820,3945,11,7,18,No,4,triple,medium,Dual,,14.0,39.5546875,LCD,g,850.72,201720,297.5,79.38888888888889,3,2,3,2,1,0,0
282,1839,0.5,200,475,1493,927,19,10,18,Yes,4,hepta,medium,Single,9.0,11.0,53.6240234375,LCD,n,729.9,709175,379.2,102.16666666666667,7,2,4,1,1,0,1
283,659,0.5,110,1054,1929,2044,15,5,2,No,4,triple,high,Single,6.0,7.0,6.4482421875,LCD,n,903.62,2033166,979.9,329.5,3,3,4,1,1,0,0
284,1953,0.1,158,555,764,2334,11,5,4,Yes,3,octa,medium,Dual,7.0,9.0,55.6376953125,LCD,none,954.92,424020,388.1,488.25,8,2,-1,2,1,0,1
285,1172,0.7,164,607,1092,1477,12,0,6,No,4,single,medium,Single,,3.0,26.1982421875,LCD,none,875.99,662844,inf,195.33333333333334,1,2,-1,1,1,0,0
286,612,0.3,102,1360,1891,3161,8,4,3,Yes,2,hepta,medium,Dual,6.0,7.0,16.314453125,LCD,none,990.48,2571760,1200.8,204.0,7,2,-1,2,1,0,1
287,1563,0.2,170,142,1699,3660,7,5,5,No,4,octa,high,Single,,,23.837890625,Touch,none,1408.04,241258,863.1,312.6,8,3,-1,1,0,1,0
288,1191,0.8,84,681,683,1604,14,3,9,No,4,single,medium,Dual,16.0,20.0,25.703125,LCD,a,994.16,465123,578.3,132.33333333333334,1,2,2,2,1,0,0
289,615,0.6,163,104,1664,2211,7,4,18,Yes,2,hexa,low,Dual,,4.0,41.6982421875,LCD,b,659.96,173056,1056.6,34.166666666666664,6,1,1,2,1,0,1
290,1893,0.2,134,637,763,3822,14,3,18,Yes,2,dual,medium,Dual,8.0,11.0,62.2099609375,Touch,a,1135.19,486031,646.0,105.16666666666667,2,2,2,2,0,1,1
291,1563,0.1,151,410,572,3922,11,1,8,No,2,hepta,medium,Dual,10.0,13.0,16.130859375,LCD,a,861.82,234520,1452.9,195.375,7,2,2,2,1,0,0
292,1995,0.8,139,1830,1963,1203,14,12,18,Yes,3,hexa,medium,Single,6.0,18.0,9.2783203125,Touch,b,1271.96,3592290,415.5,110.83333333333333,6,2,1,1,0,1,1
293,1517,0.6,143,802,1489,2822,15,5,11,No,4,penta,low,Single,6.0,14.0,47.634765625,Touch,b,909.42,1194178,756.4,137.9090909090909,5,1,1,1,0,1,0
294,832,0.3,108,311,1294,447,15,13,12,No,4,penta,medium,Dual,1.0,5.0,33.6787109375,Touch,none,591.38,402434,252.8,69.33333333333333,5,2,-1,2,0,1,0
295,1162,0.7,114,56,997,1652,5,0,20,No,4,hepta,medium,Single,,1.0,55.04296875,LCD,none,836.87,55832,inf,58.1,7,2,-1,1,1,0,0
296,1595,0.3,121,344,655,3608,15,1,16,Yes,2,octa,high,Single,7.0,19.0,12.375,Touch,none,600.59,225320,1663.7,99.6875,8,3,-1,1,0,1,1
297,1329,0.9,181,1053,1458,1228,8,6,6,Yes,3,hexa,medium,Single,1.0,2.0,51.2119140625,LCD,b,626.67,1535274,617.2,221.5,6,2,1,1,1,0,1
298,928,0.7,80,221,1243,666,19,10,5,Yes,2,octa,low,Dual,11.0,13.0,54.9462890625,Touch,none,386.61,274703,315.7,185.6,8,1,-1,2,0,1,1
299,1656,0.1,105,506,519,1499,12,8,19,Yes,4,hepta,low,Dual,8.0,17.0,37.244140625,LCD,n,789.73,262614,164.8,87.15789473684211,7,1,4,2,1,0,1
300,1937,0.6,189,1728,1767,3321,5,4,14,Yes,3,single,medium,Single,17.0,19.0,57.36328125,Touch,none,1501.74,3053376,1122.0,138.35714285714286,1,2,-1,1,0,1,1
301,977,0.6,181,63,566,1206,7,1,8,Yes,2,hexa,medium,Dual,2.0,7.0,56.09765625,Touch,b,432.82,35658,1437.6,122.125,6,2,1,2,0,1,1
302,768,0.1,113,418,515,952,19,3,16,Yes,4,single,low,Single,16.0,20.0,54.8583984375,LCD,b,663.4,215270,436.0,48.0,1,1,1,1,1,0,1
303,1464,0.9,117,854,1168,3927,5,3,15,Yes,2,dual,low,Dual,11.0,14.0,12.185546875,Touch,g,965.6,997472,988.9,97.6,2,1,3,2,0,1,1
304,1177,0.4,191,178,882,311,18,5,19,No,4,dual,low,Single,1.0,8.0,28.4326171875,LCD,none,690.68,156996,448.1,61.94736842105263,2,1,-1,1,1,0,0
